shop_name,goods_name,loc,prices,sum_body
flortte旗舰店,FLORTTE/花洛莉亚奶思唇膏笔哑光丝绒雾面口红笔方便携带蜡笔,江苏 ,36.0,3788.0
叶彬儿,Dior迪奥烈焰蓝金限定礼盒七夕情人节限量 红管口红套装 生日礼物,上海,585.0,28.0
mqlf7913,莉兹口红限量版联名中国风持久保湿不易脱色哑光豆沙国货正品,广东 ,48.0,12.0
最后的最后萌萌,故宫雕花口红大牌正品唇彩套装礼盒彩妆化妆品全套中国风七夕礼物,广东 ,128.0,343.0
focallure旗舰店,菲鹿儿氧气唇釉丝绒雾面哑光持久不易掉色女学生款唇彩平价,广东 ,49.9,3715.0
君淑化妆品专营店,兰瑟口红小众品牌正品豆沙色女学生款显白平价唇膏官方旗舰店官网,山东 ,39.0,20.0
辰古儿,YSL/圣罗兰杨树林圆方管口红唇膏哑光新色1966红棕斩男小金条礼盒,广东 ,199.0,113.0
welsunder化妆品旗舰店,迪奥曼尼口红大牌正品999哑光持久名牌唇彩小众品牌联名welsunder,广东 ,228.0,153.0
天猫国际妙颜社,法国BYTERRY水滴细管唇膏笔保湿口红滋润显色女正品丝绒彩妆持久,浙江 ,235.0,5.0
天猫国际妙颜社,韩国进口Mamonde/梦妆花心丝绒唇膏笔哑光口红持久不易脱色2只装,浙江 ,85.0,9.0
天猫国际进口超市,【品牌自营】意大利进口KIKO滋润口红干枯玫瑰色平价学生小众,浙江 ,99.0,11.0
屈臣氏官方旗舰店,屈臣氏Letsaqua轻盈柔雾 水润镜面唇釉液体口红学生唇彩持久滋润,江苏 ,69.0,8.0
屈臣氏官方旗舰店,【屈臣氏】滋色ZEESEA臻润奢缎唇膏口红保湿滋润女小众品牌正品,江苏 ,69.9,14.0
够实惠超市,雪玲妃口红雨衣不掉色不沾杯不脱色3g持久正品定妆防水魔法固色,上海,39.0,29.0
够实惠超市,美宝莲黑魔方口红滋润丝绒豆沙色哑光绝色持久唇膏女学生款正品,上海,109.0,2.0
天猫国际进口超市,【品牌自营】KIKO水润亮彩唇膏啫喱有色胶囊口红裸色滋润保湿女,浙江 ,99.0,5.0
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 可替换 24110307608,上海,99.0,
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 替换装 24110800701,上海,59.0,
hbuy海外旗舰店,泰国小草莓变色润唇膏有色口红儿童孕妇唇釉唇膏唇彩专用小支唇油,泰国,33.9,12.0
滋润堂2013,3支不同色 ins超火温感变色口红保湿滋润补水打底学生男女防干裂,广东 ,29.9,8.0
植木森,mac磨砂哑光柔雾唇釉997原装707口红646中样991 989 998 987小样,山东 ,49.9,995.0
sasa莎莎海外旗舰店,韩国CYBER COLORS尚智色彩电力聚焦水润唇膏滋润保湿显色正品,香港 ,89.0,12.0
诱惑日化旗舰店,诱惑彩妆变色唇膏女正品保湿滋润补水不易脱色沾杯防水学生款,广东 ,69.0,8.0
h260634475,chanel香奈儿口红礼盒装正品限量版99情人节礼物套装43/57/58/152,河南 ,278.0,180.0
宇宁国际,兰蔻粉金管口红小样玫瑰金小野莓888哑光胡萝卜色196大牌正品274,上海,16.8,5000.0
tb6992459305,Arman阿玛尼口红小样专柜大牌正品205唇釉206试用装405唇膏415,上海,16.8,432.0
lansur兰瑟中晨专卖店,兰瑟口红大牌正品官方网旗舰店国货小众平价学生南瓜色显白唇膏女,山东 ,39.0,8.0
天天特卖工厂店,独角兽凡士林温感变色润唇膏男女学生修护滋润保湿平价打底,浙江 ,4.8,37.0
tb600727073,MAC魅可口红小辣椒chili602/316尤雾弹官方旗舰店923/108大牌正品,广东 ,115.0,278.0
小小兔丶ck,韩国Romand口红08奶油杏色裸色奶茶蜜桃粉雾面哑光素颜唇釉唇膏07,上海,35.0,1863.0
lhkg旗舰店,TF口红大牌正品03豆沙白管04唇膏圣诞节礼物送女友小众品牌旗舰店,广东 ,138.0,336.0
火烈鸟诗蔻蒂专卖店,火烈鸟口红女学生款平价故宫萝卜丁唇膏官网斩男色豆沙色橘色国货,上海,24.9,16.0
tb397707030,口红女平价学生款奶茶色豆沙蜜桃胡萝卜不掉色脱沾杯小众品牌哑光,江苏 ,16.8,2763.0
tb201866551,大牌专柜正品Armania彩妆店阿玛尼口红尼红管400唇釉烂番茄色持久,广东 ,168.0,132.0
鸿品商贸有限公司,美康粉黛雾面丝绒唇釉大理石哑光染唇液不易脱色持久保湿防水,河南 ,39.0,20.0
dior迪奥官方旗舰店,【官方正品】全新Dior迪奥烈艳蓝金唇膏口红 新色丝绒999720,上海,350.0,35000.0
perfectdiary旗舰店,完美日记小细跟口红礼盒3支装周迅同款哑光丝绒唇膏显白唇釉,广东 ,249.9,25000.0
tomford汤姆福特旗舰店,【官方正品】TOM FORD唇膏 TF口红 黑管 16 80 奶油 哑光唇膏,上海,450.0,5000.0
赛日好,TOMFORD汤姆福特黑管TF口红#16#80#08限量金管唇膏#16#24#27唇釉,广东 ,138.0,322.0
美品化妆品专营店,曼秀雷敦润唇膏女补水保湿滋润防干裂无色口红打底学生儿童旗舰店,安徽 ,14.9,30.0
天猫超市,UKISS/悠珂思口红午夜哑光唇膏雾面持久不沾杯小辣椒色3.3g*1支,上海,89.0,18.0
hince海外旗舰店,Hince气质提升哑光口红小众品牌官网 奶茶色棕色豆沙色丝绒女,河南 ,139.0,842.0
纤变墨画,colorkey珂拉琪空气唇釉礼盒丝绒哑光雾面口红唇彩小黑镜水光镜面,浙江 ,59.0,2707.0
tb5587419303,顺丰包邮chanel香奈儿口红炫亮魅力唇膏57#56#99# 限量版礼盒套装,河南 ,277.0,99.0
flortte旗舰店,FLORTTE/花洛莉亚奶思唇膏笔哑光丝绒雾面口红笔方便携带蜡笔,江苏 ,36.0,3788.0
叶彬儿,Dior迪奥烈焰蓝金限定礼盒七夕情人节限量 红管口红套装 生日礼物,上海,585.0,28.0
mqlf7913,莉兹口红限量版联名中国风持久保湿不易脱色哑光豆沙国货正品,广东 ,48.0,12.0
最后的最后萌萌,故宫雕花口红大牌正品唇彩套装礼盒彩妆化妆品全套中国风七夕礼物,广东 ,128.0,343.0
focallure旗舰店,菲鹿儿氧气唇釉丝绒雾面哑光持久不易掉色女学生款唇彩平价,广东 ,49.9,3715.0
君淑化妆品专营店,兰瑟口红小众品牌正品豆沙色女学生款显白平价唇膏官方旗舰店官网,山东 ,39.0,20.0
辰古儿,YSL/圣罗兰杨树林圆方管口红唇膏哑光新色1966红棕斩男小金条礼盒,广东 ,199.0,113.0
welsunder化妆品旗舰店,迪奥曼尼口红大牌正品999哑光持久名牌唇彩小众品牌联名welsunder,广东 ,228.0,153.0
天猫国际妙颜社,法国BYTERRY水滴细管唇膏笔保湿口红滋润显色女正品丝绒彩妆持久,浙江 ,235.0,5.0
天猫国际妙颜社,韩国进口Mamonde/梦妆花心丝绒唇膏笔哑光口红持久不易脱色2只装,浙江 ,85.0,9.0
天猫国际进口超市,【品牌自营】意大利进口KIKO滋润口红干枯玫瑰色平价学生小众,浙江 ,99.0,11.0
屈臣氏官方旗舰店,屈臣氏Letsaqua轻盈柔雾 水润镜面唇釉液体口红学生唇彩持久滋润,江苏 ,69.0,8.0
屈臣氏官方旗舰店,【屈臣氏】滋色ZEESEA臻润奢缎唇膏口红保湿滋润女小众品牌正品,江苏 ,69.9,14.0
够实惠超市,雪玲妃口红雨衣不掉色不沾杯不脱色3g持久正品定妆防水魔法固色,上海,39.0,29.0
够实惠超市,美宝莲黑魔方口红滋润丝绒豆沙色哑光绝色持久唇膏女学生款正品,上海,109.0,2.0
天猫国际进口超市,【品牌自营】KIKO水润亮彩唇膏啫喱有色胶囊口红裸色滋润保湿女,浙江 ,99.0,5.0
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 可替换 24110307608,上海,99.0,
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 替换装 24110800701,上海,59.0,
hbuy海外旗舰店,泰国小草莓变色润唇膏有色口红儿童孕妇唇釉唇膏唇彩专用小支唇油,泰国,33.9,12.0
滋润堂2013,3支不同色 ins超火温感变色口红保湿滋润补水打底学生男女防干裂,广东 ,29.9,8.0
植木森,mac磨砂哑光柔雾唇釉997原装707口红646中样991 989 998 987小样,山东 ,49.9,995.0
sasa莎莎海外旗舰店,韩国CYBER COLORS尚智色彩电力聚焦水润唇膏滋润保湿显色正品,香港 ,89.0,12.0
诱惑日化旗舰店,诱惑彩妆变色唇膏女正品保湿滋润补水不易脱色沾杯防水学生款,广东 ,69.0,8.0
h260634475,chanel香奈儿口红礼盒装正品限量版99情人节礼物套装43/57/58/152,河南 ,278.0,180.0
宇宁国际,兰蔻粉金管口红小样玫瑰金小野莓888哑光胡萝卜色196大牌正品274,上海,16.8,5000.0
tb6992459305,Arman阿玛尼口红小样专柜大牌正品205唇釉206试用装405唇膏415,上海,16.8,432.0
lansur兰瑟中晨专卖店,兰瑟口红大牌正品官方网旗舰店国货小众平价学生南瓜色显白唇膏女,山东 ,39.0,8.0
天天特卖工厂店,独角兽凡士林温感变色润唇膏男女学生修护滋润保湿平价打底,浙江 ,4.8,37.0
tb600727073,MAC魅可口红小辣椒chili602/316尤雾弹官方旗舰店923/108大牌正品,广东 ,115.0,278.0
小小兔丶ck,韩国Romand口红08奶油杏色裸色奶茶蜜桃粉雾面哑光素颜唇釉唇膏07,上海,35.0,1863.0
lhkg旗舰店,TF口红大牌正品03豆沙白管04唇膏圣诞节礼物送女友小众品牌旗舰店,广东 ,138.0,336.0
火烈鸟诗蔻蒂专卖店,火烈鸟口红女学生款平价故宫萝卜丁唇膏官网斩男色豆沙色橘色国货,上海,24.9,16.0
tb397707030,口红女平价学生款奶茶色豆沙蜜桃胡萝卜不掉色脱沾杯小众品牌哑光,江苏 ,16.8,2763.0
tb201866551,大牌专柜正品Armania彩妆店阿玛尼口红尼红管400唇釉烂番茄色持久,广东 ,168.0,132.0
鸿品商贸有限公司,美康粉黛雾面丝绒唇釉大理石哑光染唇液不易脱色持久保湿防水,河南 ,39.0,20.0
dior迪奥官方旗舰店,【官方正品】全新Dior迪奥烈艳蓝金唇膏口红 新色丝绒999720,上海,350.0,35000.0
perfectdiary旗舰店,完美日记小细跟口红礼盒3支装周迅同款哑光丝绒唇膏显白唇釉,广东 ,249.9,25000.0
tomford汤姆福特旗舰店,【官方正品】TOM FORD唇膏 TF口红 黑管 16 80 奶油 哑光唇膏,上海,450.0,5000.0
赛日好,TOMFORD汤姆福特黑管TF口红#16#80#08限量金管唇膏#16#24#27唇釉,广东 ,138.0,322.0
美品化妆品专营店,曼秀雷敦润唇膏女补水保湿滋润防干裂无色口红打底学生儿童旗舰店,安徽 ,14.9,30.0
天猫超市,UKISS/悠珂思口红午夜哑光唇膏雾面持久不沾杯小辣椒色3.3g*1支,上海,89.0,18.0
hince海外旗舰店,Hince气质提升哑光口红小众品牌官网 奶茶色棕色豆沙色丝绒女,河南 ,139.0,842.0
纤变墨画,colorkey珂拉琪空气唇釉礼盒丝绒哑光雾面口红唇彩小黑镜水光镜面,浙江 ,59.0,2707.0
tb5587419303,顺丰包邮chanel香奈儿口红炫亮魅力唇膏57#56#99# 限量版礼盒套装,河南 ,277.0,99.0
flortte旗舰店,FLORTTE/花洛莉亚奶思唇膏笔哑光丝绒雾面口红笔方便携带蜡笔,江苏 ,36.0,3788.0
叶彬儿,Dior迪奥烈焰蓝金限定礼盒七夕情人节限量 红管口红套装 生日礼物,上海,585.0,28.0
mqlf7913,莉兹口红限量版联名中国风持久保湿不易脱色哑光豆沙国货正品,广东 ,48.0,12.0
最后的最后萌萌,故宫雕花口红大牌正品唇彩套装礼盒彩妆化妆品全套中国风七夕礼物,广东 ,128.0,343.0
focallure旗舰店,菲鹿儿氧气唇釉丝绒雾面哑光持久不易掉色女学生款唇彩平价,广东 ,49.9,3715.0
君淑化妆品专营店,兰瑟口红小众品牌正品豆沙色女学生款显白平价唇膏官方旗舰店官网,山东 ,39.0,20.0
辰古儿,YSL/圣罗兰杨树林圆方管口红唇膏哑光新色1966红棕斩男小金条礼盒,广东 ,199.0,113.0
welsunder化妆品旗舰店,迪奥曼尼口红大牌正品999哑光持久名牌唇彩小众品牌联名welsunder,广东 ,228.0,153.0
天猫国际妙颜社,法国BYTERRY水滴细管唇膏笔保湿口红滋润显色女正品丝绒彩妆持久,浙江 ,235.0,5.0
天猫国际妙颜社,韩国进口Mamonde/梦妆花心丝绒唇膏笔哑光口红持久不易脱色2只装,浙江 ,85.0,9.0
天猫国际进口超市,【品牌自营】意大利进口KIKO滋润口红干枯玫瑰色平价学生小众,浙江 ,99.0,11.0
屈臣氏官方旗舰店,屈臣氏Letsaqua轻盈柔雾 水润镜面唇釉液体口红学生唇彩持久滋润,江苏 ,69.0,8.0
屈臣氏官方旗舰店,【屈臣氏】滋色ZEESEA臻润奢缎唇膏口红保湿滋润女小众品牌正品,江苏 ,69.9,14.0
够实惠超市,雪玲妃口红雨衣不掉色不沾杯不脱色3g持久正品定妆防水魔法固色,上海,39.0,29.0
够实惠超市,美宝莲黑魔方口红滋润丝绒豆沙色哑光绝色持久唇膏女学生款正品,上海,109.0,2.0
天猫国际进口超市,【品牌自营】KIKO水润亮彩唇膏啫喱有色胶囊口红裸色滋润保湿女,浙江 ,99.0,5.0
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 可替换 24110307608,上海,99.0,
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 替换装 24110800701,上海,59.0,
hbuy海外旗舰店,泰国小草莓变色润唇膏有色口红儿童孕妇唇釉唇膏唇彩专用小支唇油,泰国,33.9,12.0
滋润堂2013,3支不同色 ins超火温感变色口红保湿滋润补水打底学生男女防干裂,广东 ,29.9,8.0
植木森,mac磨砂哑光柔雾唇釉997原装707口红646中样991 989 998 987小样,山东 ,49.9,995.0
sasa莎莎海外旗舰店,韩国CYBER COLORS尚智色彩电力聚焦水润唇膏滋润保湿显色正品,香港 ,89.0,12.0
诱惑日化旗舰店,诱惑彩妆变色唇膏女正品保湿滋润补水不易脱色沾杯防水学生款,广东 ,69.0,8.0
h260634475,chanel香奈儿口红礼盒装正品限量版99情人节礼物套装43/57/58/152,河南 ,278.0,180.0
宇宁国际,兰蔻粉金管口红小样玫瑰金小野莓888哑光胡萝卜色196大牌正品274,上海,16.8,5000.0
tb6992459305,Arman阿玛尼口红小样专柜大牌正品205唇釉206试用装405唇膏415,上海,16.8,432.0
lansur兰瑟中晨专卖店,兰瑟口红大牌正品官方网旗舰店国货小众平价学生南瓜色显白唇膏女,山东 ,39.0,8.0
天天特卖工厂店,独角兽凡士林温感变色润唇膏男女学生修护滋润保湿平价打底,浙江 ,4.8,37.0
tb600727073,MAC魅可口红小辣椒chili602/316尤雾弹官方旗舰店923/108大牌正品,广东 ,115.0,278.0
小小兔丶ck,韩国Romand口红08奶油杏色裸色奶茶蜜桃粉雾面哑光素颜唇釉唇膏07,上海,35.0,1863.0
lhkg旗舰店,TF口红大牌正品03豆沙白管04唇膏圣诞节礼物送女友小众品牌旗舰店,广东 ,138.0,336.0
火烈鸟诗蔻蒂专卖店,火烈鸟口红女学生款平价故宫萝卜丁唇膏官网斩男色豆沙色橘色国货,上海,24.9,16.0
tb397707030,口红女平价学生款奶茶色豆沙蜜桃胡萝卜不掉色脱沾杯小众品牌哑光,江苏 ,16.8,2763.0
tb201866551,大牌专柜正品Armania彩妆店阿玛尼口红尼红管400唇釉烂番茄色持久,广东 ,168.0,132.0
鸿品商贸有限公司,美康粉黛雾面丝绒唇釉大理石哑光染唇液不易脱色持久保湿防水,河南 ,39.0,20.0
dior迪奥官方旗舰店,【官方正品】全新Dior迪奥烈艳蓝金唇膏口红 新色丝绒999720,上海,350.0,35000.0
perfectdiary旗舰店,完美日记小细跟口红礼盒3支装周迅同款哑光丝绒唇膏显白唇釉,广东 ,249.9,25000.0
tomford汤姆福特旗舰店,【官方正品】TOM FORD唇膏 TF口红 黑管 16 80 奶油 哑光唇膏,上海,450.0,5000.0
赛日好,TOMFORD汤姆福特黑管TF口红#16#80#08限量金管唇膏#16#24#27唇釉,广东 ,138.0,322.0
美品化妆品专营店,曼秀雷敦润唇膏女补水保湿滋润防干裂无色口红打底学生儿童旗舰店,安徽 ,14.9,30.0
天猫超市,UKISS/悠珂思口红午夜哑光唇膏雾面持久不沾杯小辣椒色3.3g*1支,上海,89.0,18.0
hince海外旗舰店,Hince气质提升哑光口红小众品牌官网 奶茶色棕色豆沙色丝绒女,河南 ,139.0,842.0
纤变墨画,colorkey珂拉琪空气唇釉礼盒丝绒哑光雾面口红唇彩小黑镜水光镜面,浙江 ,59.0,2707.0
tb5587419303,顺丰包邮chanel香奈儿口红炫亮魅力唇膏57#56#99# 限量版礼盒套装,河南 ,277.0,99.0
flortte旗舰店,FLORTTE/花洛莉亚奶思唇膏笔哑光丝绒雾面口红笔方便携带蜡笔,江苏 ,36.0,3788.0
叶彬儿,Dior迪奥烈焰蓝金限定礼盒七夕情人节限量 红管口红套装 生日礼物,上海,585.0,28.0
mqlf7913,莉兹口红限量版联名中国风持久保湿不易脱色哑光豆沙国货正品,广东 ,48.0,12.0
最后的最后萌萌,故宫雕花口红大牌正品唇彩套装礼盒彩妆化妆品全套中国风七夕礼物,广东 ,128.0,343.0
focallure旗舰店,菲鹿儿氧气唇釉丝绒雾面哑光持久不易掉色女学生款唇彩平价,广东 ,49.9,3715.0
君淑化妆品专营店,兰瑟口红小众品牌正品豆沙色女学生款显白平价唇膏官方旗舰店官网,山东 ,39.0,20.0
辰古儿,YSL/圣罗兰杨树林圆方管口红唇膏哑光新色1966红棕斩男小金条礼盒,广东 ,199.0,113.0
welsunder化妆品旗舰店,迪奥曼尼口红大牌正品999哑光持久名牌唇彩小众品牌联名welsunder,广东 ,228.0,153.0
天猫国际妙颜社,法国BYTERRY水滴细管唇膏笔保湿口红滋润显色女正品丝绒彩妆持久,浙江 ,235.0,5.0
天猫国际妙颜社,韩国进口Mamonde/梦妆花心丝绒唇膏笔哑光口红持久不易脱色2只装,浙江 ,85.0,9.0
天猫国际进口超市,【品牌自营】意大利进口KIKO滋润口红干枯玫瑰色平价学生小众,浙江 ,99.0,11.0
屈臣氏官方旗舰店,屈臣氏Letsaqua轻盈柔雾 水润镜面唇釉液体口红学生唇彩持久滋润,江苏 ,69.0,8.0
屈臣氏官方旗舰店,【屈臣氏】滋色ZEESEA臻润奢缎唇膏口红保湿滋润女小众品牌正品,江苏 ,69.9,14.0
够实惠超市,雪玲妃口红雨衣不掉色不沾杯不脱色3g持久正品定妆防水魔法固色,上海,39.0,29.0
够实惠超市,美宝莲黑魔方口红滋润丝绒豆沙色哑光绝色持久唇膏女学生款正品,上海,109.0,2.0
天猫国际进口超市,【品牌自营】KIKO水润亮彩唇膏啫喱有色胶囊口红裸色滋润保湿女,浙江 ,99.0,5.0
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 可替换 24110307608,上海,99.0,
zara官方旗舰店,ZARA新款 ULTIMATTE 哑光口红 - 替换装 24110800701,上海,59.0,
hbuy海外旗舰店,泰国小草莓变色润唇膏有色口红儿童孕妇唇釉唇膏唇彩专用小支唇油,泰国,33.9,12.0
滋润堂2013,3支不同色 ins超火温感变色口红保湿滋润补水打底学生男女防干裂,广东 ,29.9,8.0
